40,0,0,1,4,1,1,3
0,28,5,8,2,1,2,4
1,5,26,2,1,4,4,7
0,0,0,32,13,1,3,1
0,0,1,13,29,3,4,0
1,0,3,1,3,36,5,1
5,2,1,2,3,8,27,2
0,3,9,0,3,4,6,25
