42,0,0,1,0,2,3,2
0,27,3,11,2,1,3,3
1,6,26,0,2,2,4,9
0,0,2,39,9,0,0,0
1,2,2,13,24,3,5,0
0,0,2,2,3,34,7,2
4,1,5,0,6,9,22,3
1,3,7,1,0,5,6,27
