39,1,0,1,3,1,3,2
0,27,1,8,6,4,2,2
1,3,28,1,1,4,4,8
0,1,0,41,8,0,0,0
1,0,3,15,26,1,4,0
3,0,4,2,1,37,2,1
5,3,2,2,2,8,25,3
0,3,11,0,2,3,4,27
