31,0,5,0,4,2,3,5
1,26,7,8,4,0,2,2
0,6,25,1,2,4,3,9
1,3,1,33,10,2,0,0
1,1,5,15,18,2,6,2
2,0,6,0,4,32,3,3
10,1,2,1,5,6,23,2
4,5,8,1,3,2,9,18
