38,0,0,1,3,1,3,4
0,29,5,9,2,1,3,1
1,1,30,0,1,6,3,8
0,1,1,40,8,0,0,0
1,0,1,15,26,3,4,0
2,0,2,3,1,37,2,3
6,1,2,1,6,6,27,1
1,3,11,1,1,4,4,25
