34,0,2,2,1,0,6,5
0,20,4,12,8,1,1,4
0,6,19,2,5,1,6,11
4,3,2,26,10,2,2,1
1,4,5,14,16,4,6,0
1,1,4,2,4,30,4,4
11,0,4,1,3,6,20,5
2,5,4,1,1,5,13,19
