38,0,0,2,3,1,1,5
1,31,4,6,2,1,1,4
2,4,31,0,1,2,4,6
0,1,0,39,6,0,3,1
0,0,1,16,25,3,5,0
1,1,7,2,2,34,1,2
4,0,0,2,5,5,31,3
2,3,12,0,1,2,3,27
