38,0,0,2,3,1,2,4
1,31,3,6,3,1,2,3
2,4,32,0,0,4,3,5
1,0,1,38,9,0,1,0
0,1,1,10,32,1,5,0
4,0,5,1,1,34,3,2
5,1,1,2,3,9,28,1
1,4,11,0,1,2,1,30
