40,0,0,1,2,1,3,3
0,27,5,10,2,1,3,2
0,2,24,1,1,5,7,10
0,0,1,39,6,1,1,2
1,4,3,13,22,2,5,0
1,1,0,3,3,33,8,1
3,1,4,1,5,8,23,5
0,2,7,0,2,6,8,25
