39,1,0,1,2,1,2,4
0,23,7,10,3,0,3,4
2,6,19,2,0,3,9,9
2,1,0,32,11,1,1,2
1,1,2,12,25,3,5,1
1,1,1,2,4,33,7,1
6,3,2,1,2,12,22,2
0,2,5,0,5,6,13,19
